term,estimate,std.error,statistic,p.value,cpgid,n,bacon.pval,bacon.statistic,bacon.es,bacon.se,lambda,b.lambda
BMI,-0.000156957222904807,0.787415405670305,-0.000199332171779384,0.999853469886508,cg1026,6,0.998833129153204,0.00146245625002186,0.00123487134560595,0.844381734898045,1.03990296172265,1.1663353303856
BMI,0.142561410475653,0.672562442749289,0.211967545932081,0.845716649471504,cg1027,6,0.842015981059932,0.199315466905357,0.143750225953716,0.721219623271752,1.03990296172265,1.1663353303856
BMI,-1.81504646308803,0.624944149847844,-2.90433387292279,0.0622824860165314,cg1028,6,0.00679465792164008,-2.70674425052191,-1.81394181728707,0.670156338906904,1.03990296172265,1.1663353303856
BMI,0.258017077860039,0.915539451374404,0.281819726580548,0.796404255752574,cg1029,6,0.791429288863957,0.264455060632961,0.25963537736859,0.981775038629114,1.03990296172265,1.1663353303856
BMI,1.10314540650852,0.457577625274769,2.41083773675799,0.0949456290133002,cg103,6,0.0244591940271812,2.24983857957618,1.10395421670779,0.490681521211959,1.03990296172265,1.1663353303856
BMI,-0.433639498557187,0.767389751073676,-0.56508377646492,0.611516151776759,cg1030,6,0.599366329429927,-0.525311981751809,-0.432283067160195,0.822907304947851,1.03990296172265,1.1663353303856
BMI,0.00707682947144859,0.626315396317498,0.0112991465850237,0.991694174303241,cg1031,6,0.990277866762673,0.0121851885648945,0.00818389907564404,0.671626789528877,1.03990296172265,1.1663353303856
BMI,-0.867160645072626,0.424973331790606,-2.04050602756386,0.13398140929917,cg1032,6,0.0572765191224443,-1.90119466889253,-0.866409465936706,0.455718438575994,1.03990296172265,1.1663353303856
BMI,1.19676522382674,0.377576753493113,3.16959455992718,0.0504964439217035,cg1033,6,0.00310239557118961,2.957405769898,1.19743262518634,0.404892908972595,1.03990296172265,1.1663353303856
BMI,-0.555518540712898,1.10273822492277,-0.503762840679439,0.649093797587786,cg1034,6,0.639693005970524,-0.468128071285724,-0.553569350293224,1.18251688853615,1.03990296172265,1.1663353303856
BMI,0.761991613017708,0.291157301784122,2.61711318365866,0.0791980196182809,cg1035,6,0.0145981528911507,2.44219762524019,0.762506260112031,0.312221358432055,1.03990296172265,1.1663353303856
BMI,0.140610277487696,0.868072293836282,0.161979916288188,0.881616560044342,cg1036,6,0.87863465608856,0.152700259532005,0.142144674464684,0.930873823661648,1.03990296172265,1.1663353303856
BMI,-0.296604911320772,0.562749930999605,-0.527063434364029,0.634638955000872,cg1037,6,0.624235314056538,-0.48985668723065,-0.295610199475852,0.603462619132651,1.03990296172265,1.1663353303856
BMI,0.0154074350419117,0.619032555294439,0.0248895391851941,0.981706088767675,cg1038,6,0.980167666903096,0.0248587034695887,0.0165016315601568,0.663817064326965,1.03990296172265,1.1663353303856
BMI,-1.41839514571961,0.270963342941549,-5.23463849508818,0.0135676510745187,cg1039,6,1.06174872150896e-06,-4.87983455264611,-1.41791619328992,0.290566448102436,1.03990296172265,1.1663353303856
BMI,-0.937598001151463,0.851461017857167,-1.10116374265856,0.35124906409088,cg104,6,0.305256921610142,-1.0252252397086,-0.93609296612028,0.913060788852944,1.03990296172265,1.1663353303856
BMI,-1.01115262552895,0.997398636602052,-1.01378986136753,0.385339381216593,cg1040,6,0.345299436072438,-0.943746049268658,-1.00938963244218,1.06955640579835,1.03990296172265,1.1663353303856
BMI,-0.486301350962854,0.565849679424053,-0.859417913707813,0.453302955740103,cg1041,6,0.423833158050407,-0.799788826170662,-0.485301160029792,0.606786621855401,1.03990296172265,1.1663353303856
BMI,-0.257344078419943,0.542257788611831,-0.474578851285361,0.667494182479119,cg1042,6,0.65927599370124,-0.440912983727499,-0.256385588306272,0.581487952880806,1.03990296172265,1.1663353303856
BMI,-0.558008779609529,0.403864888702819,-1.3816719284556,0.260987478321899,cg1043,6,0.198160903252432,-1.28680890238682,-0.557294911572573,0.433082884753816,1.03990296172265,1.1663353303856
BMI,0.774831770520651,0.874685121738127,0.885840802894814,0.440947544299212,cg1044,6,0.407825820049046,0.827725772424045,0.776377856274269,0.937965062994957,1.03990296172265,1.1663353303856
BMI,1.17567743027739,0.973953805643261,1.2071182672785,0.31388237623708,cg1045,6,0.259603739972093,1.1273282087332,1.17739898248648,1.04441543586455,1.03990296172265,1.1663353303856
BMI,1.34344614970003,0.642989984512175,2.0893733682637,0.127853364652388,cg1046,6,0.0511687477814396,1.9500618486678,1.34458269316015,0.689507716936623,1.03990296172265,1.1663353303856
BMI,1.10076470850212,0.690063634122919,1.59516406034237,0.208942608460788,cg1047,6,0.136436174680303,1.48919443929649,1.10198445893264,0.739986955265046,1.03990296172265,1.1663353303856
BMI,-1.42689410494302,0.202616395645094,-7.04234275020066,0.00588382465422884,cg1048,6,5.18300932993064e-11,-6.56558179295466,-1.42653596197823,0.217274874788553,1.03990296172265,1.1663353303856
BMI,-0.441304277742866,0.554819823197723,-0.795401064077692,0.48449998940096,cg1049,6,0.459244850900092,-0.740090882056175,-0.440323583086981,0.59495880001067,1.03990296172265,1.1663353303856
BMI,-1.18631206810566,0.659851975251979,-1.79784574813562,0.17004641640959,cg105,6,0.0939527746551835,-1.67490549840363,-1.18514571953852,0.707589604707907,1.03990296172265,1.1663353303856
BMI,1.15958223229899,0.592556348454046,1.95691470579008,0.14528906751072,cg1050,6,0.0677690328130058,1.82653952797382,1.16062962970612,0.635425410691005,1.03990296172265,1.1663353303856
BMI,-0.747031847787196,0.635661801391952,-1.17520330174217,0.324696231794933,cg1051,6,0.273836705895854,-1.09426970981253,-0.745908257559322,0.681649369319667,1.03990296172265,1.1663353303856
BMI,-0.0446879255358431,0.208912686853533,-0.213907188734657,0.844332951060235,cg1052,6,0.843179974275261,-0.197827570541839,-0.0443186533019076,0.22402667727517,1.03990296172265,1.1663353303856
BMI,0.81968018390191,0.340214451303937,2.40930442772295,0.095076373532778,cg1053,6,0.0245501399529753,2.24840871544489,0.820281543983685,0.364827594889205,1.03990296172265,1.1663353303856
BMI,0.396591052354044,0.756253680847134,0.524415368014862,0.636270978634979,cg1054,6,0.623649997234847,0.490683953939036,0.397927799730924,0.810965584948317,1.03990296172265,1.1663353303856
BMI,-1.06714157664285,0.382914399244237,-2.78689330761413,0.0685958726048173,cg1055,6,0.00939798399140303,-2.59722682901369,-1.06646474050741,0.410616711868944,1.03990296172265,1.1663353303856
BMI,0.477577692938121,0.714858901930475,0.66807266671566,0.551890699219041,cg1056,6,0.532201194151713,0.624649393335529,0.478841271266658,0.766576060707786,1.03990296172265,1.1663353303856
BMI,0.446448583672371,0.822807902545357,0.542591511689766,0.625124994488308,cg1057,6,0.611710152997064,0.507633841595032,0.447902971708104,0.882334736196374,1.03990296172265,1.1663353303856
BMI,0.136848124940703,0.762021444364641,0.179585661207742,0.868922718812576,cg1058,6,0.865703645634725,0.169118230462692,0.138195067365816,0.817150622896931,1.03990296172265,1.1663353303856
BMI,-0.429296747971433,0.948163843086586,-0.452766419117956,0.681455609254735,cg1059,6,0.674067548261609,-0.420572130279471,-0.42762078187408,1.01675967351885,1.03990296172265,1.1663353303856
BMI,-0.395406256717206,0.275049468392588,-1.43758233392703,0.246112357027052,cg106,6,0.180587828247522,-1.33894730470646,-0.394920081687983,0.294948188251934,1.03990296172265,1.1663353303856
BMI,-1.23873339997991,0.292968102314088,-4.22821935287643,0.0241988174047161,cg1060,6,8.10365907850845e-05,-3.94131361550775,-1.23821555213044,0.314163163078035,1.03990296172265,1.1663353303856
BMI,0.388791643030045,0.898889576101033,0.432524364913034,0.69456688217169,cg1061,6,0.685483104808791,0.404992389929052,0.390380512365017,0.963920612022872,1.03990296172265,1.1663353303856
BMI,0.341107535280606,0.432066777179959,0.789478741010751,0.487476852776873,cg1062,6,0.460596616971848,0.737864790224059,0.341871252728414,0.463325066133868,1.03990296172265,1.1663353303856
BMI,0.495273094168199,0.930134608103349,0.532474643834743,0.63131262872051,cg1063,6,0.618343428066981,0.498199509613493,0.496917191947841,0.997426096090207,1.03990296172265,1.1663353303856
BMI,-1.15523093423137,0.76373287186588,-1.51261125033026,0.227578450873874,cg1064,6,0.158860485458388,-1.40891438500313,-1.15388096670201,0.818985865276293,1.03990296172265,1.1663353303856
BMI,-0.411655049092473,0.297050182975928,-1.38580978125785,0.259854121925116,cg1065,6,0.196818966126957,-1.29066759438384,-0.411129985793013,0.318540565814148,1.03990296172265,1.1663353303856
BMI,0.193710814276563,0.357064056204068,0.542509980802588,0.625174696241744,cg1066,6,0.611763483853123,0.507557811200308,0.194341957572255,0.382896200755263,1.03990296172265,1.1663353303856
BMI,-0.630955145700948,0.416677843784155,-1.5142517297555,0.227190681473612,cg1067,6,0.158408565099761,-1.41044418925959,-0.630218629596909,0.446822805465095,1.03990296172265,1.1663353303856
BMI,0.0473384773638687,0.2939011336921,0.161069393537835,0.882274398172116,cg1068,6,0.879304325929297,0.151851165323534,0.0478579744314199,0.315163695513656,1.03990296172265,1.1663353303856
BMI,0.460065945797258,0.333406867683322,1.37989342869277,0.261476233648918,cg1069,6,0.19759038249867,1.28844707025286,0.460655272853901,0.357527510046255,1.03990296172265,1.1663353303856
BMI,0.207738139861134,0.986927913185733,0.210489679221423,0.846771429100719,cg107,6,0.843094116651962,0.197937304674456,0.209482624988985,1.05832816776765,1.03990296172265,1.1663353303856
BMI,0.581042302169695,0.639671459552863,0.908344890947378,0.430662695264937,cg1070,6,0.396041779245784,0.848711619098346,0.582172979834185,0.685949110078962,1.03990296172265,1.1663353303856
BMI,0.515993747715043,0.545141977572341,0.946530938624277,0.413707626122222,cg1071,6,0.37652271780153,0.884321439846164,0.516957335895838,0.584580801281678,1.03990296172265,1.1663353303856
BMI,-0.851187825875645,0.637677701429862,-1.33482451082581,0.274193171861788,cg1072,6,0.213822860702127,-1.24312205219456,-0.850060672360536,0.683811111595895,1.03990296172265,1.1663353303856
BMI,1.02446826475104,0.952810021268276,1.07520727310086,0.36105822242323,cg1073,6,0.315226031071652,1.00431660781872,1.02615244339222,1.02174198395556,1.03990296172265,1.1663353303856
BMI,0.214151052475901,0.779474965568607,0.274737563020621,0.801351667362373,cg1074,6,0.796522137096418,0.257850696206205,0.215528845592095,0.835866835976022,1.03990296172265,1.1663353303856
BMI,0.0140586750297456,0.671068791956883,0.0209496778843634,0.984601284775894,cg1075,6,0.983098362690667,0.0211846454502582,0.0152448503437611,0.71961791286789,1.03990296172265,1.1663353303856
BMI,-0.581346693820073,0.477396162996952,-1.21774479746664,0.310363758282359,cg1076,6,0.256819239646385,-1.13394113770971,-0.580502852547256,0.511933850217071,1.03990296172265,1.1663353303856
BMI,-0.152641755058667,0.633628588423329,-0.240900991286533,0.825157160621628,cg1077,6,0.823535325540953,-0.223000232512715,-0.151521758720213,0.679469061592004,1.03990296172265,1.1663353303856
BMI,0.291538565166153,0.658246242620265,0.442901981491961,0.687826677266182,cg1078,6,0.678383585246329,0.414669879186175,0.292702075454365,0.70586770379565,1.03990296172265,1.1663353303856
BMI,-1.36895549483597,0.250924855490431,-5.45563926762202,0.0120989997483492,cg1079,6,3.65837690595425e-07,-5.08592547783553,-1.36851196226103,0.269078256892481,1.03990296172265,1.1663353303856
BMI,0.316593490877702,0.912771823315637,0.346848448638213,0.751609353197634,cg108,6,0.745107953756795,0.325096611063278,0.318206898351157,0.978807183841177,1.03990296172265,1.1663353303856
BMI,0.759305201870201,0.734633301839791,1.03358396627082,0.377347211346543,cg1080,6,0.334293723553716,0.965501423076625,0.760603733254674,0.787781058707263,1.03990296172265,1.1663353303856
BMI,-0.113303655551457,0.555013061648588,-0.204145926250644,0.851303941491302,cg1081,6,0.850308471757742,-0.188724852966321,-0.11232261932898,0.595166018484192,1.03990296172265,1.1663353303856
BMI,0.0373815486643804,0.519190791434086,0.0719996372838717,0.947133569651378,cg1082,6,0.945156370240774,0.068790512356972,0.0382992657560476,0.556752151478429,1.03990296172265,1.1663353303856
BMI,-0.972904446940057,0.445183125153496,-2.18540279711772,0.116756093935189,cg1083,6,0.0417186384064341,-2.03631595807147,-0.97211754515055,0.47739032898962,1.03990296172265,1.1663353303856
BMI,0.461837803584647,0.388089245999961,1.19002989220859,0.319626194103823,cg1084,6,0.266399351764319,1.1113927032245,0.462523786733852,0.416165937919087,1.03990296172265,1.1663353303856
BMI,0.118177759054388,0.517679707049562,0.228283545684888,0.834101084917902,cg1085,6,0.830133224774175,0.214530705503365,0.119092805166543,0.555131746232363,1.03990296172265,1.1663353303856
BMI,0.232712607657615,0.628909868456762,0.370025371407595,0.735942835617106,cg1086,6,0.728809272251395,0.346709899568205,0.233824263228021,0.674408961264813,1.03990296172265,1.1663353303856
BMI,-0.265083863651173,0.756063320671942,-0.350610665010945,0.749055019747597,cg1087,6,0.744947728457011,-0.325308328094739,-0.26374745275327,0.810761452982106,1.03990296172265,1.1663353303856
BMI,0.530378606286096,0.841056040956312,0.630610304734314,0.573060154376683,cg1088,6,0.555382116129777,0.589714434728837,0.53186524957132,0.901903053832966,1.03990296172265,1.1663353303856
BMI,0.0572321686747813,1.01699175056872,0.0562759419068797,0.958660349408511,cg1089,6,0.956833488323344,0.0541276182390581,0.0590297943780483,1.0905670025483,1.03990296172265,1.1663353303856
BMI,-0.204200499681492,1.09195806224364,-0.187003976381587,0.863589611949413,cg109,6,0.862856282719231,-0.172739387089618,-0.20227036418287,1.17095682455983,1.03990296172265,1.1663353303856
BMI,-0.22120485276417,0.46276573997976,-0.478006113360607,0.665316571040285,cg1090,6,0.656963761721841,-0.444109025098105,-0.220386872098827,0.496244975093993,1.03990296172265,1.1663353303856
BMI,-0.242063256011556,0.887413790666627,-0.272773827224071,0.802725712729451,cg1091,6,0.800482456257679,-0.252722763214601,-0.24049467117432,0.951614599790138,1.03990296172265,1.1663353303856
BMI,0.867543949442033,0.395613565504997,2.19290748620973,0.115938413490745,cg1092,6,0.0406962916672056,2.04661102318664,0.868243232512437,0.424234611597349,1.03990296172265,1.1663353303856
BMI,0.448626727038918,0.707986921460452,0.63366527465434,0.57131134004731,cg1093,6,0.553473445771734,0.592563300685392,0.449878158515016,0.759206920163064,1.03990296172265,1.1663353303856
BMI,-0.376726841403738,0.548133027520376,-0.6872908992694,0.541265445215735,cg1094,6,0.522644449461002,-0.639274384302486,-0.375757966269275,0.587788241631589,1.03990296172265,1.1663353303856
BMI,-0.159922700656778,0.213422492947661,-0.749324489879315,0.508066818570228,cg1095,6,0.485725902708325,-0.697122870237808,-0.159545456929124,0.228862749653728,1.03990296172265,1.1663353303856
BMI,0.0042957674875507,0.678671514875148,0.00632967111982145,0.995347067310377,cg1096,6,0.993975247337168,0.00755097944160817,0.00549538130795036,0.727770662130154,1.03990296172265,1.1663353303856
BMI,0.0969801958476462,1.1166763348139,0.0868471846533835,0.936264946975223,cg1097,6,0.934140682744801,0.0826363679125577,0.0989540231481812,1.19746336447035,1.03990296172265,1.1663353303856
BMI,0.105753458919934,0.645875459926833,0.163736610974373,0.880347739171531,cg1098,6,0.877342890797312,0.154338438570931,0.1068951027211,0.692601944861413,1.03990296172265,1.1663353303856
BMI,0.346930530850622,0.644412063152508,0.538367530169151,0.627703469995951,cg1099,6,0.614475840878504,0.503694831565403,0.348069587964478,0.691032677231836,1.03990296172265,1.1663353303856
BMI,0.309325603004161,1.0156753052768,0.304551662718492,0.780612211467874,cg11,6,0.775143612016024,0.285653383590399,0.31112090177027,1.08915531774827,1.03990296172265,1.1663353303856
BMI,-0.702362876459869,0.699954433462752,-1.00344085683578,0.389581882495519,cg110,6,0.350254766205153,-0.934095241743036,-0.701125643139142,0.750593314050961,1.03990296172265,1.1663353303856
BMI,0.617535666590617,0.667069631647697,0.925743936304327,0.42286013239186,cg1100,6,0.387073458490395,0.864936835480687,0.618714773023927,0.715329429437557,1.03990296172265,1.1663353303856
BMI,1.48436094935589,0.734364335049867,2.02128681706076,0.136486498152242,cg1101,6,0.0592183511165994,1.8865687659537,1.48565900531702,0.787492633254737,1.03990296172265,1.1663353303856
BMI,-0.0300560716931601,0.545309836645511,-0.0551174207273627,0.959510225760587,cg1102,6,0.960321152549931,-0.0497505759502232,-0.0290921868061391,0.584760804281874,1.03990296172265,1.1663353303856
BMI,0.249493921914615,0.942403062086656,0.264742265758549,0.808355383277486,cg1103,6,0.803724567926179,0.248529733040937,0.251159705305972,1.0105821232448,1.03990296172265,1.1663353303856
BMI,0.457884892876573,0.3787673216634,1.20888172418285,0.313295656722656,cg1104,6,0.258909352912186,1.12897269377632,0.458554398674038,0.406169609948855,1.03990296172265,1.1663353303856
BMI,-0.5729600955044,0.655709088016949,-0.873802279052124,0.446539224270457,cg1105,6,0.416101823953772,-0.813202748339725,-0.571801069868424,0.703146996288247,1.03990296172265,1.1663353303856
BMI,-0.0567810227755532,0.278561154815425,-0.203836830060446,0.851524985061835,cg1106,6,0.850534403082457,-0.188436609992868,-0.0562886405201928,0.298713931026053,1.03990296172265,1.1663353303856
BMI,-0.284919494371036,0.541703524931928,-0.525969430246627,0.635312861848649,cg1107,6,0.624957461676444,-0.488836490250652,-0.283961983968987,0.580893590458815,1.03990296172265,1.1663353303856
BMI,-0.543829008264178,0.546872695787401,-0.994434376507242,0.393309995931471,cg1108,6,0.354603787157436,-0.925696384841645,-0.542862360881038,0.586436729980213,1.03990296172265,1.1663353303856
BMI,-0.372561644600657,0.787633400558169,-0.473014024464472,0.668489904356661,cg1109,6,0.660332803029806,-0.439453728162097,-0.371169430706293,0.844615500836948,1.03990296172265,1.1663353303856
BMI,-0.103320802294478,0.443156719066211,-0.233147322040356,0.830649280626626,cg111,6,0.829167294667278,-0.21576966562267,-0.102537482362607,0.475217320593711,1.03990296172265,1.1663353303856
BMI,-0.11375917531432,0.739724842100545,-0.153785798231794,0.887541212705638,cg1110,6,0.887267780975899,-0.141762277871824,-0.112451644167916,0.793240951373471,1.03990296172265,1.1663353303856
BMI,-0.441643655251511,0.903337236953848,-0.488902302689062,0.658422779131317,cg1111,6,0.649634432756263,-0.454270101523286,-0.440046924270204,0.968690043202518,1.03990296172265,1.1663353303856
BMI,-1.18538320861032,0.720410511085215,-1.64542742002012,0.198432634201087,cg1112,6,0.125332511735314,-1.53277009364011,-1.18410981730611,0.772529306397162,1.03990296172265,1.1663353303856
BMI,0.456131298428026,1.12964894769268,0.403781457380788,0.713432157878422,cg1113,6,0.705290473820067,0.378188626584526,0.458128056005367,1.21137449357688,1.03990296172265,1.1663353303856
BMI,-0.610263493575915,0.954263439625768,-0.639512600226245,0.567975138961996,cg1114,6,0.552031015206745,-0.594719454738732,-0.608576745885189,1.02330055127009,1.03990296172265,1.1663353303856
BMI,-0.613592735446011,0.798960961266248,-0.767988381401699,0.498408402258062,cg1115,6,0.474900995913924,-0.714527599766045,-0.612180499054638,0.856762564882143,1.03990296172265,1.1663353303856
BMI,-0.753658127114826,0.504016004613676,-1.49530594309698,0.23171362735616,cg1116,6,0.163687361831407,-1.39277658268913,-0.752767232843319,0.540479530026201,1.03990296172265,1.1663353303856
BMI,1.5264307063543,0.490354431996846,3.11291304156932,0.0527616716111874,cg1117,6,0.00367783478028794,2.90454827792827,1.52729745254981,0.525829597722915,1.03990296172265,1.1663353303856
BMI,0.805000521027471,0.770183196155081,1.04520654961859,0.372728691202147,cg1118,6,0.328896059852732,0.976339887249262,0.806361890093502,0.825902844515903,1.03990296172265,1.1663353303856
BMI,-0.044376574264385,0.906028931342066,-0.0489792022409833,0.964014314528456,cg1119,6,0.964883301749597,-0.044026473213528,-0.0427750854676733,0.971576470825056,1.03990296172265,1.1663353303856
BMI,-0.500522996133187,0.558967635834803,-0.895441818175519,0.43653297314346,cg112,6,0.404629112765378,-0.833382372996603,-0.499534969840044,0.599406690165357,1.03990296172265,1.1663353303856
BMI,-0.916826457379804,0.581217696826079,-1.5774235065216,0.212799755451554,cg1120,6,0.141736777289617,-1.4693540734664,-0.915799102073899,0.623266453342593,1.03990296172265,1.1663353303856
BMI,0.333871635290813,0.6381828181096,0.523159862372656,0.637045724974384,cg1121,6,0.624478446203096,0.489513151156692,0.334999681645737,0.684352771430453,1.03990296172265,1.1663353303856
BMI,0.321534939796982,0.30716834156543,1.04677109027036,0.372111153391434,cg1122,6,0.328173807092949,0.977798875951983,0.322077887864869,0.329390732374585,1.03990296172265,1.1663353303856
BMI,1.5313902117726,0.395374780544473,3.87326224921002,0.0304605972610278,cg1123,6,0.000301974320113518,3.61360042228545,1.5320890727688,0.423978551507867,1.03990296172265,1.1663353303856
BMI,0.0317966076287539,0.90974836830648,0.0349509916549167,0.974314316486325,cg1124,6,0.972684686412556,0.0342413586723753,0.0334046708696389,0.97556499405465,1.03990296172265,1.1663353303856
BMI,-0.68210156841124,0.246974487470727,-2.76183007968419,0.0700450194280332,cg1125,6,0.010057255906137,-2.57385449518385,-0.681665018472187,0.264842095677012,1.03990296172265,1.1663353303856
BMI,0.654589998660333,0.433088333561844,1.51144685260116,0.227854128147853,cg1126,6,0.158207693506383,1.41112522442522,0.655355521802247,0.464420528000401,1.03990296172265,1.1663353303856
BMI,-0.652780665815631,0.488489278473063,-1.33632547239546,0.273759238792572,cg1127,6,0.213307599110156,-1.24452175118663,-0.651917216449142,0.523829507863201,1.03990296172265,1.1663353303856
BMI,-0.391054823401507,1.18388606572981,-0.330314575634809,0.762885134618346,cg1128,6,0.759314179323513,-0.306381517164182,-0.388962196769771,1.26953544838456,1.03990296172265,1.1663353303856
BMI,1.43981137769768,0.607079887064546,2.37170001572561,0.0983526476707854,cg1129,6,0.0268741249744625,2.21334129024596,1.44088444678434,0.650999668751594,1.03990296172265,1.1663353303856
BMI,0.352132847076548,0.65323594126666,0.539059204846786,0.627280756529176,cg113,6,0.6140225840654,0.504339842316313,0.353287501200008,0.700494927343915,1.03990296172265,1.1663353303856
BMI,0.292375184333281,0.25415927568268,1.15036204579964,0.333373518781512,cg1130,6,0.282642970534426,1.07440105349874,0.292824434040995,0.272546674342347,1.03990296172265,1.1663353303856
